Aug 28 14:40:29 hanreybtiz systemd[1]: Started exchanger-camunda-worker.service - Exchanger.py - Camunda Worker.
Aug 28 14:40:31 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 14:40:31 | INFO     | __main__:main:75 | ============================================================
Aug 28 18:10:14 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:14 | INFO     | camunda_worker:_process_response_message:477 | Задача 2ce32a8f-843a-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_0nv3rqt
Aug 28 18:10:14 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:14 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 2 ответов из очереди
Aug 28 18:10:14 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:14 | INFO     | camunda_worker:_process_task:251 | Задача 3ecb5d46-843a-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 1 сообщений в очереди ответов, обрабатываем...
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 3ecb5d46-843a-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_process_response_message:433 | Задача 3ecb5d46-843a-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_process_response_message:477 | Задача 3ecb5d46-843a-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_1dk2oxs
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 1 ответов из очереди
Aug 28 18:10:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:10:34 | INFO     | camunda_worker:_process_task:251 | Задача 4abb8c1c-843a-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 1 сообщений в очереди ответов, обрабатываем...
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 4abb8c1c-843a-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_process_response_message:433 | Задача 4abb8c1c-843a-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | WARNING  | camunda_worker:_convert_uf_result_answer:395 | Неизвестное значение ufResultAnswer_text: '479', используем 'no'
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_process_response_message:472 | Создана переменная процесса: Activity_r2no21g = 'no' (исходное: '479')
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 1 ответов из очереди
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_fetch_and_process_loop:177 | Получено 2 задач для топика bitrix_create_task
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_process_task:251 | Задача 5ca1c307-843a-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 28 18:11:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:11:04 | INFO     | camunda_worker:_process_task:251 | Задача 5ca1c30b-843a-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 2 сообщений в очереди ответов, обрабатываем...
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 5ca1c307-843a-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_process_response_message:433 | Задача 5ca1c307-843a-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_process_response_message:477 | Задача 5ca1c307-843a-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_02s8kcf
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 5ca1c30b-843a-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_process_response_message:433 | Задача 5ca1c30b-843a-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_process_response_message:477 | Задача 5ca1c30b-843a-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_1u9eyft
Aug 28 18:12:04 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:04 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 2 ответов из очереди
Aug 28 18:12:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:05 | INFO     | camunda_worker:_process_task:251 | Задача 806f9065-843a-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 1 сообщений в очереди ответов, обрабатываем...
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 806f9065-843a-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_process_response_message:433 | Задача 806f9065-843a-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_process_response_message:477 | Задача 806f9065-843a-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_0t8300x
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 1 ответов из очереди
Aug 28 18:12:24 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:12:24 | INFO     | camunda_worker:_process_task:251 | Задача 8c5f22fc-843a-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 1 сообщений в очереди ответов, обрабатываем...
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 8c5f22fc-843a-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | INFO     | camunda_worker:_process_response_message:433 | Задача 8c5f22fc-843a-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | WARNING  | camunda_worker:_convert_uf_result_answer:395 | Неизвестное значение ufResultAnswer_text: '479', используем 'no'
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | INFO     | camunda_worker:_process_response_message:472 | Создана переменная процесса: Activity_hdrpane = 'no' (исходное: '479')
Aug 28 18:17:34 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 18:17:34 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 1 ответов из очереди
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_fetch_and_process_loop:177 | Получено 8 задач для топика bitrix_create_task
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | bpmn_metadata_cache:_fetch_bpmn_xml:119 | Загрузка BPMN XML для процесса: Process_06mpj1p:1:9d578d00-84d0-11f0-a007-00b436387543
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | bpmn_metadata_cache:_fetch_bpmn_xml:131 | Успешно загружен BPMN XML для процесса: Process_06mpj1p:1:9d578d00-84d0-11f0-a007-00b436387543 (29737 символов)
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | bpmn_metadata_cache:_parse_bpmn_metadata:227 | Извлечены метаданные для 11 активностей
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | bpmn_metadata_cache:_save_to_cache:251 | Сохранен в кэш: Process_06mpj1p:1:9d578d00-84d0-11f0-a007-00b436387543 (11 активностей)
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a4b8e-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a72a2-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a72a6-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a72aa-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a99be-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a99c2-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69a99c6-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:08:05 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:08:05 | INFO     | camunda_worker:_process_task:251 | Задача c69ac0da-84d0-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 12:13:25 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:13:25 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 6 сообщений в очереди ответов, обрабатываем...
Aug 29 12:13:25 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:13:25 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи c69a72a6-84d0-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 29 12:13:25 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-29 12:13:25 | INFO     | camunda_worker:_process_response_message:433 | Задача c69a72a6-84d0-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
